Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2015","2015","3050","FAO TIER 1","kilotonnes","135008.7835","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2016","2016","3050","FAO TIER 1","kilotonnes","108.2099","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2016","2016","3050","FAO TIER 1","kilotonnes","129680.0778","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2017","2017","3050","FAO TIER 1","kilotonnes","101.9704","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2017","2017","3050","FAO TIER 1","kilotonnes","119232.0067","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kilotonnes","93.8515","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kilotonnes","108766.3836","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kilotonnes","91.0374","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kilotonnes","105644.2717","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kilotonnes","93.1064","E","Estimated value",""
